,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Hourly,Employer_Provided,Min_Salary,Max_Salary,Avg_Salary,Company_txt,Job_State,Age
787,"Senior Data Scientist, Fulfillment",$65K - $109K (Glassdoor est.),Data Science,3.6,"LegalZoom
3.6","Dallas, TX",-1,1001 to 5000 Employees,2001.0,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,65,109,87.0,LegalZoom, TX,19.0
788,Machine Learning Engineer / Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,Tiro L.L.C.,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,Tiro L.L.C.,Remote,-1.0
789,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,"Vanu, Inc.","Lexington, MA",-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,"Vanu, Inc.", MA,-1.0
790,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.5,"Propane Education & Research Council
4.5",Remote,-1,1 to 50 Employees,1996.0,Nonprofit Organization,Grantmaking Foundations,Non-Profit,$25 to $50 million (USD),-1,0,0,65,109,87.0,Propane Education & Research Council,Remote,24.0
791,Data Scientist/Principal Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.0,"Northrop Grumman
4.0","Melbourne, FL",-1,10000+ Employees,1939.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,65,109,87.0,Northrop Grumman, FL,81.0
792,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,"Verinovum, Inc.",Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,"Verinovum, Inc.",Remote,-1.0
793,Data Scientist (Python/NLP/ML) REMOTE,$65K - $109K (Glassdoor est.),Data Science,-1.0,CyberCoders,"Denver, CO",-1,201 to 500 Employees,1999.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0,0,65,109,87.0,CyberCoders, CO,21.0
794,Senior Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.1,"NIKE INC
4.1","Manning, OR",-1,10000+ Employees,1972.0,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,65,109,87.0,NIKE INC, OR,48.0
795,Principal Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.0,"Northrop Grumman
4.0","Annapolis Junction, MD",-1,10000+ Employees,1939.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,65,109,87.0,Northrop Grumman, MD,81.0
796,Clinical Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,"Vivante Health, Inc.",Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,"Vivante Health, Inc.",Remote,-1.0
797,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,Event Dynamic,"Dallas, TX",-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,Event Dynamic, TX,-1.0
798,Senior Data Scientist (ML),$65K - $109K (Glassdoor est.),Data Science,-1.0,CyberCoders,"Los Altos, CA",-1,201 to 500 Employees,1999.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0,0,65,109,87.0,CyberCoders, CA,21.0
799,Data Scientist (Clearance Required),$65K - $109K (Glassdoor est.),Data Science,4.1,"LOCKHEED MARTIN CORPORATION
4.1","Annapolis Junction, MD",-1,10000+ Employees,1995.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,65,109,87.0,LOCKHEED MARTIN CORPORATION, MD,25.0
800,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,National Security Agency,"Fort Meade, MD",-1,Unknown,-1.0,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1,0,0,65,109,87.0,National Security Agency, MD,-1.0
801,Staff Applied Scientist,$65K - $109K (Glassdoor est.),Data Science,4.3,"Indeed
4.3",Remote,-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,65,109,87.0,Indeed,Remote,16.0
802,Principal Data Scientist - Match Recommendations,$65K - $109K (Glassdoor est.),Data Science,4.3,"Indeed
4.3","Seattle, WA",-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,65,109,87.0,Indeed, WA,16.0
803,"Director, Data Science- SMB Labs",$65K - $109K (Glassdoor est.),Data Science,4.3,"Indeed
4.3",Remote,-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,65,109,87.0,Indeed,Remote,16.0
804,Data Scientist - III (Senior) Data Scientist - III (Senior),$65K - $109K (Glassdoor est.),Data Science,3.4,"On-Board Companies
3.4","Cambridge, MA",-1,1001 to 5000 Employees,1976.0,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1,0,0,65,109,87.0,On-Board Companies, MA,44.0
805,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,Alexander Technology Group,"Andover, MA",-1,51 to 200 Employees,2007.0,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,0,0,65,109,87.0,Alexander Technology Group, MA,13.0
806,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,3.9,"Brightwing
3.9",Remote,-1,51 to 200 Employees,1973.0,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,0,0,65,109,87.0,Brightwing,Remote,47.0
807,Clinical Data Scientist,$65K - $109K (Glassdoor est.),Data Science,3.9,"Vizient, Inc.
3.9",Remote,-1,1001 to 5000 Employees,1977.0,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,65,109,87.0,"Vizient, Inc.",Remote,43.0
808,Senior Data Scientist (remote),$65K - $109K (Glassdoor est.),Data Science,3.8,"Liberty Mutual Insurance
3.8",Remote,-1,10000+ Employees,1912.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,65,109,87.0,Liberty Mutual Insurance,Remote,108.0
809,Sr. Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,Addison Group,"Plano, TX",-1,501 to 1000 Employees,1999.0,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,0,0,65,109,87.0,Addison Group, TX,21.0
810,Clinical Studies Data Scientist,$65K - $109K (Glassdoor est.),Data Science,3.9,"Tailored Management
3.9",Remote,-1,51 to 200 Employees,2002.0,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,0,0,65,109,87.0,Tailored Management,Remote,18.0
811,Snr Machine Learning Engineer,$65K - $109K (Glassdoor est.),Data Science,-1.0,Engtal,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,Engtal,Remote,-1.0
812,Sr. Data Scientist,$65K - $109K (Glassdoor est.),Data Science,3.7,"McKesson
3.7",United States,-1,10000+ Employees,1833.0,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),-1,0,0,65,109,87.0,McKesson,Remote,187.0
813,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.3,"Johns Hopkins Applied Physics Laboratory (APL)
4.3","Offutt A F B, NE",-1,5001 to 10000 Employees,1942.0,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),-1,0,0,65,109,87.0,Johns Hopkins Applied Physics Laboratory (APL), NE,78.0
814,"Staff Data Scientist, Partnerships",$65K - $109K (Glassdoor est.),Data Science,3.6,"LegalZoom
3.6","San Mateo, CA",-1,1001 to 5000 Employees,2001.0,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,65,109,87.0,LegalZoom, CA,19.0
815,"Senior Data Scientist, Fulfillment",$65K - $109K (Glassdoor est.),Data Science,3.6,"LegalZoom
3.6","Dallas, TX",-1,1001 to 5000 Employees,2001.0,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,65,109,87.0,LegalZoom, TX,19.0
816,Data Scientist - Remote,$65K - $109K (Glassdoor est.),Data Science,-1.0,Emerald Resource Group,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,Emerald Resource Group,Remote,-1.0
817,Machine Learning Engineer / Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,Tiro L.L.C.,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,Tiro L.L.C.,Remote,-1.0
818,Data Scientist/Principal Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.0,"Northrop Grumman
4.0","Melbourne, FL",-1,10000+ Employees,1939.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,65,109,87.0,Northrop Grumman, FL,81.0
819,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,"Vanu, Inc.","Lexington, MA",-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,"Vanu, Inc.", MA,-1.0
820,Data Scientist (Python/NLP/ML) REMOTE,$65K - $109K (Glassdoor est.),Data Science,-1.0,CyberCoders,"Denver, CO",-1,201 to 500 Employees,1999.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0,0,65,109,87.0,CyberCoders, CO,21.0
821,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,"Verinovum, Inc.",United States,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,"Verinovum, Inc.",Remote,-1.0
822,Clinical Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,"Vivante Health, Inc.",Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,"Vivante Health, Inc.",Remote,-1.0
823,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,Event Dynamic,"Dallas, TX",-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,Event Dynamic, TX,-1.0
824,Data Scientist (Clearance Required),$65K - $109K (Glassdoor est.),Data Science,4.1,"LOCKHEED MARTIN CORPORATION
4.1","Annapolis Junction, MD",-1,10000+ Employees,1995.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,65,109,87.0,LOCKHEED MARTIN CORPORATION, MD,25.0
825,Principal Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.0,"Northrop Grumman
4.0","Annapolis Junction, MD",-1,10000+ Employees,1939.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,65,109,87.0,Northrop Grumman, MD,81.0
826,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,National Security Agency,"Fort Meade, MD",-1,Unknown,-1.0,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1,0,0,65,109,87.0,National Security Agency, MD,-1.0
827,Principal Data Scientist - Match Recommendations,$65K - $109K (Glassdoor est.),Data Science,4.3,"Indeed
4.3","Seattle, WA",-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,65,109,87.0,Indeed, WA,16.0
828,"Director, Data Science- SMB Labs",$65K - $109K (Glassdoor est.),Data Science,4.3,"Indeed
4.3",Remote,-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,65,109,87.0,Indeed,Remote,16.0
829,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.3,"AccruePartners
4.3","Fort Mill, SC",-1,51 to 200 Employees,2002.0,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,0,0,65,109,87.0,AccruePartners, SC,18.0
830,Data Scientist - III (Senior) Data Scientist - III (Senior),$65K - $109K (Glassdoor est.),Data Science,3.4,"On-Board Companies
3.4","Cambridge, MA",-1,1001 to 5000 Employees,1976.0,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1,0,0,65,109,87.0,On-Board Companies, MA,44.0
831,Staff Applied Scientist,$65K - $109K (Glassdoor est.),Data Science,4.3,"Indeed
4.3",Remote,-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,65,109,87.0,Indeed,Remote,16.0
832,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,Alexander Technology Group,"Andover, MA",-1,51 to 200 Employees,2007.0,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,0,0,65,109,87.0,Alexander Technology Group, MA,13.0
833,Senior Data Scientist (remote),$65K - $109K (Glassdoor est.),Data Science,3.8,"Liberty Mutual Insurance
3.8",Remote,-1,10000+ Employees,1912.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,65,109,87.0,Liberty Mutual Insurance,Remote,108.0
834,Clinical Studies Data Scientist,$65K - $109K (Glassdoor est.),Data Science,3.9,"Tailored Management
3.9",Remote,-1,51 to 200 Employees,2002.0,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,0,0,65,109,87.0,Tailored Management,Remote,18.0
835,Snr Machine Learning Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,Engtal,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,Engtal,Remote,-1.0
836,Senior Machine Learning Data Scientist - Hybrid Remote,$65K - $109K (Glassdoor est.),Data Science,3.3,"CaaStle
3.3","Mountain View, CA",-1,201 to 500 Employees,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,65,109,87.0,CaaStle, CA,8.0
837,Senior Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.0,"Varsity Tutors
4.0","Seattle, WA",-1,201 to 500 Employees,2007.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,0,65,109,87.0,Varsity Tutors, WA,13.0
838,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,3.9,"Brightwing
3.9",Remote,-1,51 to 200 Employees,1973.0,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,0,0,65,109,87.0,Brightwing,Remote,47.0
839,Sr. Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,Addison Group,"Plano, TX",-1,501 to 1000 Employees,1999.0,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,0,0,65,109,87.0,Addison Group, TX,21.0
840,Sr. Data Scientist,$65K - $109K (Glassdoor est.),Data Science,3.7,"McKesson
3.7",United States,-1,10000+ Employees,1833.0,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),-1,0,0,65,109,87.0,McKesson,Remote,187.0
841,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.3,"Johns Hopkins Applied Physics Laboratory (APL)
4.3","Offutt A F B, NE",-1,5001 to 10000 Employees,1942.0,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),-1,0,0,65,109,87.0,Johns Hopkins Applied Physics Laboratory (APL), NE,78.0
842,"Staff Data Scientist, Partnerships",$65K - $109K (Glassdoor est.),Data Science,3.6,"LegalZoom
3.6","San Mateo, CA",-1,1001 to 5000 Employees,2001.0,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,65,109,87.0,LegalZoom, CA,19.0
843,"Senior Data Scientist, Fulfillment",$65K - $109K (Glassdoor est.),Data Science,3.6,"LegalZoom
3.6","Dallas, TX",-1,1001 to 5000 Employees,2001.0,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,65,109,87.0,LegalZoom, TX,19.0
844,Data Scientist - Remote,$65K - $109K (Glassdoor est.),Data Science,-1.0,Emerald Resource Group,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,Emerald Resource Group,Remote,-1.0
845,Machine Learning Engineer / Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,Tiro L.L.C.,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,Tiro L.L.C.,Remote,-1.0
846,Data Scientist/Principal Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.0,"Northrop Grumman
4.0","Melbourne, FL",-1,10000+ Employees,1939.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,65,109,87.0,Northrop Grumman, FL,81.0
847,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,"Vanu, Inc.","Lexington, MA",-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,"Vanu, Inc.", MA,-1.0
848,Data Scientist (Python/NLP/ML) REMOTE,$65K - $109K (Glassdoor est.),Data Science,-1.0,CyberCoders,"Denver, CO",-1,201 to 500 Employees,1999.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0,0,65,109,87.0,CyberCoders, CO,21.0
849,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,"Verinovum, Inc.",United States,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,"Verinovum, Inc.",Remote,-1.0
850,Clinical Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,"Vivante Health, Inc.",Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,"Vivante Health, Inc.",Remote,-1.0
851,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,Event Dynamic,"Dallas, TX",-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,Event Dynamic, TX,-1.0
852,Data Scientist (Clearance Required),$65K - $109K (Glassdoor est.),Data Science,4.1,"LOCKHEED MARTIN CORPORATION
4.1","Annapolis Junction, MD",-1,10000+ Employees,1995.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,65,109,87.0,LOCKHEED MARTIN CORPORATION, MD,25.0
853,Principal Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.0,"Northrop Grumman
4.0","Annapolis Junction, MD",-1,10000+ Employees,1939.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,65,109,87.0,Northrop Grumman, MD,81.0
854,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,National Security Agency,"Fort Meade, MD",-1,Unknown,-1.0,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1,0,0,65,109,87.0,National Security Agency, MD,-1.0
855,Principal Data Scientist - Match Recommendations,$65K - $109K (Glassdoor est.),Data Science,4.3,"Indeed
4.3","Seattle, WA",-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,65,109,87.0,Indeed, WA,16.0
856,"Director, Data Science- SMB Labs",$65K - $109K (Glassdoor est.),Data Science,4.3,"Indeed
4.3",Remote,-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,65,109,87.0,Indeed,Remote,16.0
857,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.3,"AccruePartners
4.3","Fort Mill, SC",-1,51 to 200 Employees,2002.0,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,0,0,65,109,87.0,AccruePartners, SC,18.0
858,Data Scientist - III (Senior) Data Scientist - III (Senior),$65K - $109K (Glassdoor est.),Data Science,3.4,"On-Board Companies
3.4","Cambridge, MA",-1,1001 to 5000 Employees,1976.0,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1,0,0,65,109,87.0,On-Board Companies, MA,44.0
859,Staff Applied Scientist,$65K - $109K (Glassdoor est.),Data Science,4.3,"Indeed
4.3",Remote,-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,65,109,87.0,Indeed,Remote,16.0
860,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,Alexander Technology Group,"Andover, MA",-1,51 to 200 Employees,2007.0,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,0,0,65,109,87.0,Alexander Technology Group, MA,13.0
861,Senior Data Scientist (remote),$65K - $109K (Glassdoor est.),Data Science,3.8,"Liberty Mutual Insurance
3.8",Remote,-1,10000+ Employees,1912.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,65,109,87.0,Liberty Mutual Insurance,Remote,108.0
862,Clinical Studies Data Scientist,$65K - $109K (Glassdoor est.),Data Science,3.9,"Tailored Management
3.9",Remote,-1,51 to 200 Employees,2002.0,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,0,0,65,109,87.0,Tailored Management,Remote,18.0
863,Snr Machine Learning Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,Engtal,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,Engtal,Remote,-1.0
864,Senior Machine Learning Data Scientist - Hybrid Remote,$65K - $109K (Glassdoor est.),Data Science,3.3,"CaaStle
3.3","Mountain View, CA",-1,201 to 500 Employees,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,65,109,87.0,CaaStle, CA,8.0
865,Senior Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.0,"Varsity Tutors
4.0","Seattle, WA",-1,201 to 500 Employees,2007.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,0,65,109,87.0,Varsity Tutors, WA,13.0
866,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,3.9,"Brightwing
3.9",Remote,-1,51 to 200 Employees,1973.0,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,0,0,65,109,87.0,Brightwing,Remote,47.0
867,Sr. Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,Addison Group,"Plano, TX",-1,501 to 1000 Employees,1999.0,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,0,0,65,109,87.0,Addison Group, TX,21.0
868,Sr. Data Scientist,$65K - $109K (Glassdoor est.),Data Science,3.7,"McKesson
3.7",United States,-1,10000+ Employees,1833.0,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),-1,0,0,65,109,87.0,McKesson,Remote,187.0
869,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.3,"Johns Hopkins Applied Physics Laboratory (APL)
4.3","Offutt A F B, NE",-1,5001 to 10000 Employees,1942.0,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),-1,0,0,65,109,87.0,Johns Hopkins Applied Physics Laboratory (APL), NE,78.0
870,"Staff Data Scientist, Partnerships",$65K - $109K (Glassdoor est.),Data Science,3.6,"LegalZoom
3.6","San Mateo, CA",-1,1001 to 5000 Employees,2001.0,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,65,109,87.0,LegalZoom, CA,19.0
871,"Senior Data Scientist, Fulfillment",$65K - $109K (Glassdoor est.),Data Science,3.6,"LegalZoom
3.6","Dallas, TX",-1,1001 to 5000 Employees,2001.0,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,65,109,87.0,LegalZoom, TX,19.0
872,Data Scientist - Remote,$65K - $109K (Glassdoor est.),Data Science,-1.0,Emerald Resource Group,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,Emerald Resource Group,Remote,-1.0
873,Machine Learning Engineer / Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,Tiro L.L.C.,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,Tiro L.L.C.,Remote,-1.0
874,Data Scientist/Principal Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.0,"Northrop Grumman
4.0","Melbourne, FL",-1,10000+ Employees,1939.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,65,109,87.0,Northrop Grumman, FL,81.0
875,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,"Vanu, Inc.","Lexington, MA",-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,"Vanu, Inc.", MA,-1.0
876,Data Scientist (Python/NLP/ML) REMOTE,$65K - $109K (Glassdoor est.),Data Science,-1.0,CyberCoders,"Denver, CO",-1,201 to 500 Employees,1999.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0,0,65,109,87.0,CyberCoders, CO,21.0
877,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,"Verinovum, Inc.",United States,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,"Verinovum, Inc.",Remote,-1.0
878,Clinical Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,"Vivante Health, Inc.",Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,"Vivante Health, Inc.",Remote,-1.0
879,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,Event Dynamic,"Dallas, TX",-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,65,109,87.0,Event Dynamic, TX,-1.0
880,Data Scientist (Clearance Required),$65K - $109K (Glassdoor est.),Data Science,4.1,"LOCKHEED MARTIN CORPORATION
4.1","Annapolis Junction, MD",-1,10000+ Employees,1995.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,65,109,87.0,LOCKHEED MARTIN CORPORATION, MD,25.0
881,Principal Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.0,"Northrop Grumman
4.0","Annapolis Junction, MD",-1,10000+ Employees,1939.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,65,109,87.0,Northrop Grumman, MD,81.0
882,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,National Security Agency,"Fort Meade, MD",-1,Unknown,-1.0,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1,0,0,65,109,87.0,National Security Agency, MD,-1.0
883,Principal Data Scientist - Match Recommendations,$65K - $109K (Glassdoor est.),Data Science,4.3,"Indeed
4.3","Seattle, WA",-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,65,109,87.0,Indeed, WA,16.0
884,"Director, Data Science- SMB Labs",$65K - $109K (Glassdoor est.),Data Science,4.3,"Indeed
4.3",Remote,-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,65,109,87.0,Indeed,Remote,16.0
885,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,4.3,"AccruePartners
4.3","Fort Mill, SC",-1,51 to 200 Employees,2002.0,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,0,0,65,109,87.0,AccruePartners, SC,18.0
886,Data Scientist - III (Senior) Data Scientist - III (Senior),$65K - $109K (Glassdoor est.),Data Science,3.4,"On-Board Companies
3.4","Cambridge, MA",-1,1001 to 5000 Employees,1976.0,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1,0,0,65,109,87.0,On-Board Companies, MA,44.0
887,Staff Applied Scientist,$65K - $109K (Glassdoor est.),Data Science,4.3,"Indeed
4.3",Remote,-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,65,109,87.0,Indeed,Remote,16.0
888,Data Scientist,$65K - $109K (Glassdoor est.),Data Science,-1.0,Alexander Technology Group,"Andover, MA",-1,51 to 200 Employees,2007.0,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,0,0,65,109,87.0,Alexander Technology Group, MA,13.0
